,feeder,equipment,type
0,TAA05,TAA05C-02,SCB
1,TAA05,TAA05VC-01,SCB
2,BNA05,BNA05C-01,SCB
3,NAA09,NAA03VC-01,SCB
4,TPH04,TPH04VC-01,SCB
5,TPH04,TPH04VC-02,SCB
6,SWA02,PIH03VC-01,SCB
7,DCA04,DCA04VC-01,SCB
8,PRA03,PRA03VC-01,SCB
9,PLC04,PLC04VC-03,SCB
10,PLC04,99999C-99,SCB
11,PLC04,PLC4VC-15,SCB
12,PLC04,PLC04VC-01,SCB
13,PLC04,PLC04VC-99,SCB
14,TPH02,TPH02VC-01,SCB
15,PLA09,PLC07VC-02,SCB
16,UTA07,UTA07VC-01,SCB
17,BNA08,BNA08VC-01,SCB
18,TSK01,UTA06VC-02,SCB
19,NAB03,NAB03VC-01,SCB
20,STA02,STA02VC-01,SCB
21,STA02,STA02C-02,SCB
22,RKA09,RKA01VC-01,SCB
23,SWA08,SWA08VC-01,SCB
24,WGT10,WGT10VC-01,SCB
25,WGT10,WGT10VC-02,SCB
26,WGT10,WGT10VC-03,SCB
27,PSN04,PSN04C-01,SCB
28,PSN04,PSN04C-02,SCB
29,WBA04,WBA04VC-01,SCB
30,WBA04,WBA04C-01,SCB
31,KPA09,PKT03VC-02,SCB
32,TAA06,TAA06VC-01,SCB
33,TAA06,TAA06VC-02,SCB
34,MSU05,MSA01VC-02,SCB
35,PLB03,PLB03VC-02,SCB
36,STA05,STA05VC-03,SCB
37,STA05,STA04VC-01,SCB
38,STA05,STA05VC-01,SCB
39,STA05,STA05VC-02,SCB
40,DCA08,DCA08VC-03,SCB
41,DCA08,DCA08VC-01,SCB
42,DCA08,DCA08VC-04,SCB
43,DCA08,DCA08VC-02,SCB
44,STA08,STA08VC-01,SCB
45,STA08,STA08C-03,SCB
46,PKT03,PKT01VC-01,SCB
47,PKT03,PKT01VC-02,SCB
48,UTA09,UTA09VC-01,SCB
49,PSN01,BNA07VC-02,SCB
50,KPB03,KPB03VC-02,SCB
51,KPB03,KPB03VC-01,SCB
52,WBA03,WBA03VC-01,SCB
53,WGT02,WGT05VC-01,SCB
54,SZA03,KKU08VC-01,SCB
55,MSA09,MSA05VC-02,SCB
56,MSA09,MSA09VC-01,SCB
57,TAA07,TAA07C-03,SCB
58,SKA01,SKA01VC-01,SCB
59,PLA05,PLA09VC-01,SCB
60,PLA05,PLA05VC-01,SCB
61,WBA02,99999C-99,SCB
62,PSN03,BNA07VC-04,SCB
63,RKA10,RKA02VC-01,SCB
64,KPA01,KPA01VC-01,SCB
65,KPA01,KPA01VC-02,SCB
66,PUU04,PUU04VC-01,SCB
67,SSL04,UTA04VC-01,SCB
68,PSN02,PSN04C-00,SCB
69,PSN02,BNA06VC-03,SCB
70,PSN02,PSN02VC-101,SCB
71,PSN02,PSN02C-01,SCB
72,SWA07,SWA07VC-00,SCB
73,SWA07,SWA07VC-02,SCB
74,PLC09,PLC09VC-01,SCB
75,PLC09,PLC09VC-02,SCB
76,PLC09,PLC9FC-01,SCB
77,TAA10,TAA04VC-01,SCB
78,KPB01,KPB01VC-01,SCB
79,KPB01,KPB01VC-02,SCB
80,WGT01,WGT01VC-01,SCB
81,MSA08,MSA08VC-01,SCB
82,PIH07,PIH07VC-01,SCB
83,PUU02,PUU08VC-01,SCB
84,PUU02,PUU02VC-04,SCB
85,PUU02,PUU02VC-02,SCB
86,PUU02,PUU02VC-01,SCB
87,BNA04,BNA04VC-02,SCB
88,BNA04,BNA04VC-01,SCB
89,BNA04,BNA04C-03,SCB
90,KPA06,KPA06VC-01,SCB
91,MSA01,MSA01VC-01,SCB
92,PRA07,pra07VC-01,SCB
93,PRA07,PRA07VC-02,SCB
94,PLA03,PLT03VC-01,SCB
95,PLA03,PLA02VC-03,SCB
96,PLA03,PLA02VC-01,SCB
97,PLA03,PLA03VC-02,SCB
98,TSK02,UTA06VC-01,SCB
99,TSK02,PIH04VC-04,SCB
100,TSK02,PIH04VC-03,SCB
101,DCA02,DCA02VC-01,SCB
102,DCA02,DCA07VC-02,SCB
103,WBT04,WBT04VC-01,SCB
104,WBT04,WBT04C-04,SCB
105,PKT01,PKT04VC-02,SCB
106,PKT01,PKT04VC-01,SCB
107,TAA09,TAA07VC-01,SCB
108,TAA09,TAA07VC-02,SCB
109,PUU06,PUU01VC-01,SCB
110,PIA07,PIA07VC-01,SCB
111,MSA02,MSU02VC-01,SCB
112,PLC10,PLC10VC-02,SCB
113,PLC10,PLC10VC-01,SCB
114,STA03,STA03VC-03,SCB
115,STA03,STA03VC-01,SCB
116,STA03,STA03C-04,SCB
117,TPH10,TPH10VC-01,SCB
118,PIA08,PIA08VC-01,SCB
119,PIA08,PIA03VC-01,SCB
120,PIA08,PIA03VC-02,SCB
121,PLB04,PLB04VC-01,SCB
122,BNA03,BNA03VC-02,SCB
123,BNA03,BNA03VC-01,SCB
124,WGT03,WGT03VC-01,SCB
125,PLB02,PPH04VC-02,SCB
126,PLA01,PLB03VC-01,SCB
127,UTA03,UTA03VC-01,SCB
128,UTA03,PIH09VC-01,SCB
129,NAA08,NAA08VC-01,SCB
130,NAA08,NAA03VC-02,SCB
131,NAA08,NAA08VC-02,SCB
132,PRA02,PRA02VC-01,SCB
133,PRA02,PRA02VC-02,SCB
134,DCA06,DCA06VC-02,SCB
135,DCA06,DCA06VC-01,SCB
136,PKT05,PKT05VC-01,SCB
137,DCA07,DCA01VC-02,SCB
138,WBT05,WBT05VC-01,SCB
139,WBT05,WBT05VC-02,SCB
140,TPH03,TPH03VC-01,SCB
141,RKA03,RKA03C-01,SCB
142,PIA09,PIA09VC-01,SCB
143,MSA12,MSA04VC-02,SCB
144,MSA12,MSA04VC-01,SCB
145,KKU09,KKU05VC-01,SCB
146,KKU09,KKU05VC-03,SCB
147,TPH06,TPH06VC-01,SCB
148,PIH04,PIH04VC-01,SCB
149,PIH04,PIH04VC-02,SCB
150,UTA10,UTA10VC-02,SCB
151,SZA07,SZA07VC-01,SCB
152,NAT02,NAT04VC-01,SCB
153,NAT02,NAT02VC-01,SCB
154,LKA01,LKA01VC-01,SCB
155,PRA10,PRA10VC-01,SCB
156,PRA10,PRA06VC-01,SCB
157,PIA02,PIA02VC-01,SCB
158,SZA08,SZA08VC-01,SCB
159,LKA04,LKA02VC-01,SCB
160,UTA02,UTA02VC-01,SCB
161,PIH10,PIH10VC-02,SCB
162,PIH10,PIH10VC-01,SCB
163,PIH10,99999C-99,SCB
164,NAA04,NAA04VC-01,SCB
165,NAT04,NAT04VC-02,SCB
166,BNA07,BNA07C-03,SCB
167,KPB05,KPB04VC-01,SCB
168,RKA01,RKA04VC-01,SCB
169,WGT08,WGT08VC-02,SCB
170,WGT08,WGT08VC-01,SCB
171,PUU09,PUU03VC-01,SCB
172,PLC03,PLC06VC-01,SCB
173,PLC03,PLC03VC-02,SCB
174,PLC03,PLC03VC-01,SCB
175,PIA04,PIA04VC-01,SCB
176,STA06,STA06VC-01,SCB
177,PLB01,PPH04VC-01,SCB
178,WBA01,WBA1 C-03,SCB
179,KKU03,KKU03VC-01,SCB
180,WGT09,WAT09C-01,SCB
181,SZA04,SZA04VC-01,SCB
182,SZA04,SZA04VC-02,SCB
183,SZA04,SZA04VC-03,SCB
184,KKU01,KKU01VC-01,SCB
185,TAA08,TAA08VC-01,SCB
186,TAA08,TAA08VC-02,SCB
187,DCA05,DCA04VC-02,SCB
188,DCA05,DCA05VC-01,SCB
189,UTA06,UTA05VC-01,SCB
190,UTA06,UTA05VC-02,SCB
191,KPA08,KPA08VC-02,SCB
192,KPA08,KPA08VC-03,SCB
193,KPA08,KPA08VC-01,SCB
194,KPA08,KPA08C-04,SCB
195,KPA05,KPA05VC-02,SCB
196,KPA05,KPA05VC-01,SCB
197,PIA05,PIA05VC-01,SCB
198,SKA03,SKA03VC-01,SCB
199,MSA11,MSA11C-02,SCB
200,MSA11,MSA11C-01,SCB
201,MSA11,MSA11C-03,SCB
202,WGT06,WGT06VC-01,SCB
203,WGT06,PLA05VC-02,SCB
204,WGT06,PLA06VC-05,SCB
205,WGT06,WGT06VC-1,SCB
206,PRA08,PRA08VC-01,SCB
207,PSN05,BNA07VC-03,SCB
208,PSN05,PSN05C-01,SCB
209,PLT01,PLA01VC-02,SCB
210,PLT01,WBT01VC-02,SCB
211,PLT01,PLT01VC-01,SCB
212,PIH08,PIH06VC-01,SCB
213,RKA08,RKA08VC-01,SCB
214,RKA08,C    C-01,SCB
215,NAB04,NAB04VC-01,SCB
216,NAT03,NAT03VC-01,SCB
217,NAT01,NAT01VC-01,SCB
218,NAT01,NAT01VC-02,SCB
219,RKA07,RKA07VC-01,SCB
220,STA04,STA04VC-02,SCB
221,PIH02,PIH02VC-01,SCB
222,SZA06,SZA06VC-01,SCB
223,STA01,STA01VC-01,SCB
224,STA01,STA01VC-02,SCB
225,PLC01,PLC01VC-02,SCB
226,PLC01,PLC01VC-03,SCB
227,PLC01,PLC01VC-01,SCB
228,PLC01,PLC01VC-04,SCB
229,PLC01,PLC01VC-05,SCB
230,PIA01,PIA01VC-01,SCB
231,SSL02,SWA07VC-01,SCB
232,PLC06,PLC06VC-02,SCB
233,PLC06,PLC06VC-04,SCB
234,PLC06,PLC06VC-05,SCB
235,MSA03,MSA03VC-07,SCB
236,MSA03,MSA03VC-04,SCB
237,MSA03,MSA03C-01,SCB
238,MSA03,MSA03VC-05,SCB
239,MSA03,MSA03VC-03,SCB
240,MSA03,MSA03VC-06,SCB
241,NAA06,NAA06VC-03,SCB
242,BNA06,BNA06C-01,SCB
243,TPH01,TPH01VC-01,SCB
244,SSL03,SWA04VC-02,SCB
245,SSL03,SWA04VC-01,SCB
246,KPA07,KPA07VC-01,SCB
247,PRA01,PRA01VC-01,SCB
248,SWA06,SWA06VC-01,SCB
249,SWA06,XXX66C-02,SCB
250,SWA06,XXX66C-03,SCB
251,SWA06,SWA06VC-00,SCB
252,SWA06,XXX66C-01,SCB
253,SWA06,XXX66C-04,SCB
254,PRA04,PRA04VC-01,SCB
255,SWA01,SWA01VC-01,SCB
256,BHA02,BHA02VC-01,SCB
257,SWA03,SWA03VC-01,SCB
258,SWA03,SWA03VC-03,SCB
259,SWA03,SWA03VC-02,SCB
260,SKA02,SKA02VC-01,SCB
261,SKA02,SKA02VC-02,SCB
262,PLC08,PLC08VC-01,SCB
263,PLC02,PLC02VC-02,SCB
264,PLC02,PLC02VC-01,SCB
265,PLA02,PLA06VC-01,SCB
266,PLA02,PLA06VC-03,SCB
267,PLA02,PLA02VC-02,SCB
268,PIH05,PIH05VC-02,SCB
269,PIH05,99999C-99,SCB
270,WGT07,PLA06VC-04,SCB
271,WGT07,WGT07VC-01,SCB
272,WGT07,WGT07VC-02,SCB
273,WGT07,WGT07C-05,SCB
274,DCA09,DCA03VC-01,SCB
275,DCA09,DCA03VC-02,SCB
276,SZA01,SZA01VC-01,SCB
277,BNA02,BNA06VC-01,SCB
278,PLT04,PLA01VC-01,SCB
279,RKA02,RKA05VC-02,SCB
280,RKA02,RKA05C-03,SCB
281,KPA02,KPA02VC-01,SCB
282,DCA01,DCA01VC-01,SCB
283,PLC05,PLC05VC-02,SCB
284,PLC05,PLC05VC-01,SCB
285,PRA05,PRA05VC-03,SCB
286,PRA05,PRA05VC-02,SCB
287,PRA05,DCA05C-04,SCB
288,PRA05,PRA05VC-01,SCB
289,UTA01,UTA01VC-01,SCB
290,PLC07,PLC07VC-01,SCB
291,PLC07,PLC07VC-03,SCB
292,KKU04,KKU04VC-01,SCB
293,KKU02,KKU02VC-01,SCB
294,PLB05,PLB05VC-01,SCB
295,PLB05,PLB05VC-5,SCB
296,PLA10,PLA10VC-02,SCB
297,PLA10,PLA10VC-01,SCB
298,PIH01,PIH01VC-01,SCB
299,SKA04,SKA03C-02,SCB
300,SKA04,SKA04VC-01,SCB
301,WBT01,WBT01VC-03,SCB
302,WBT01,WBT01C-04,SCB
303,WBT01,WBT01VC-01,SCB
304,PUU07,PUU06VC-02,SCB
305,PUU07,PUU07VC-01,SCB
306,PUU07,PUU06VC-01,SCB
307,KPA03,KPA03VC-02,SCB
308,KPA03,KPA03VC-01,SCB
309,MSA06,MSA06VC-02,SCB
310,MSA06,MSA06VC-01,SCB
311,RKA04,RKA06C-01,SCB
312,LKA03,LKA03VC-01,SCB
313,TPH08,TPH08VC-01,SCB
314,BHA04,BHA04VC-01,SCB
315,BHA04,BHA04VC-02,SCB
316,MSA07,MSA03VC-02,SCB
317,MSA07,MSA07VC-01,SCB
318,MSA07,MSA07VC-02,SCB
319,PLA08,PLA08VC-01,SCB
320,PLA08,PLA08VC-03,SCB
321,PLA08,PLA08VC-02,SCB
322,STA09,STA09C-01,SCB
323,STA09,STA09C-03,SCB
324,TAA01,TAA01VC-01,SCB
325,TAA01,TAA01VC-02,SCB
326,PIH06,99999C-99,SCB
327,PIA06,PIA06VC-01,SCB
328,TAA03,taa03c-02,SCB
329,TAA03,TAA03VC-01,SCB
330,SSL01,UTA04VC-02,SCB
331,WGT05,WGT05VC-02,SCB
332,WGT05,WGT05C-04,SCB
333,MSU02,MSU03C-01,SCB
334,PUU10,PUU04VC-02,SCB
335,PKT04,PKT02VC-01,SCB
336,KKU05,KKU05VC-02,SCB
337,PLT05,WGT01VC-02,SCB
338,PLT05,PLT04VC-01,SCB
339,PLT05,PLA04C-02,SCB
340,PLT05,WBT03VC-01,SCB
341,PUU05,PUU05VC-01,SCB
342,PUU05,PUU05VC-02,SCB
343,KKU06,KKU06VB-01,CB
344,TAA05,TAA05VB-01,CB
345,UTA04,UTA04VB-01,CB
346,BNA05,BNA05VB-01,CB
347,UTA08,UTA08VB-01,CB
348,TPH05,TPH05VB-01,CB
349,NAA09,NAA09VB-01,CB
350,LAA03,LAA03VB-01,CB
351,TPH04,TPH04VB-01,CB
352,SWA02,SWA02VB-01,CB
353,DCA04,DCA04VB-01,CB
354,PRA03,PRA03VB-01,CB
355,PLC04,PLC04VB-01,CB
356,TPH02,TPH02VB-01,CB
357,PLA09,PLA09VB-01,CB
358,UTA07,UTA07VB-01,CB
359,WGT04,WGT04VB-01,CB
360,BNA08,BNA08VB-01,CB
361,TSK01,TSK01VB-01,CB
362,NAB03,NAB03VB-01,CB
363,STA02,STA02VB-01,CB
364,RKA09,RKA09VB-01,CB
365,SWA08,SWA08VB-01,CB
366,WGT10,WGT10VB-01,CB
367,BNA09,BNA09VB-01,CB
368,PSN04,PSN04VB-01,CB
369,WBA04,WBA04VB-01,CB
370,SWA05,SWA05VB-01,CB
371,DCA10,DCA10VB-01,CB
372,KPA09,KPA09VB-01,CB
373,TAA06,TAA06VB-01,CB
374,MSU05,MSU05VB-01,CB
375,PLB03,PLB03VB-01,CB
376,STA05,STA05VB-01,CB
377,DCA08,DCA08VB-01,CB
378,UTA05,UTA05VB-01,CB
379,TSK05,TSK05VB-01,CB
380,STA08,STA08VB-01,CB
381,PKT03,PKT03VB-01,CB
382,WBA05,WBA05VB-01,CB
383,UTA09,UTA09VB-01,CB
384,PSN01,PSN01VB-01,CB
385,KPB03,KPB03VB-01,CB
386,WBT02,WBT02VB-01,CB
387,NAA10,NAA10VB-01,CB
388,WBA03,WBA03VB-01,CB
389,WGT02,WGT02VB-01,CB
390,SZA03,SZA03VB-01,CB
391,MSA09,MSA09VB-01,CB
392,NAA03,NAA03VB-01,CB
393,PLA04,PLA04VB-01,CB
394,TAA07,TAA07VB-01,CB
395,SKA01,SKA01VR-01,CB
396,PLA05,PLA05VB-01,CB
397,NAB06,NAB06VR-01,CB
398,WBA02,WBA02VB-01,CB
399,PSN03,PSN03VB-01,CB
400,RKA10,RKA10VB-01,CB
401,KPA01,KPA01VB-01,CB
402,TAA02,TAA02VB-01,CB
403,PUU04,PUU04VB-01,CB
404,SSL04,SSL04VB-01,CB
405,PSN02,PSN02VB-01,CB
406,NAA02,NAA02VB-01,CB
407,SWA07,SWA07VB-01,CB
408,PLC09,PLC09VB-01,CB
409,TAA10,TAA10VB-01,CB
410,STA10,STA10VB-01,CB
411,PLA07,PLA07VB-01,CB
412,KPB01,KPB01VB-01,CB
413,WGT01,WGT01VB-01,CB
414,MSA08,MSA08VB-01,CB
415,MSU01,MSU01VB-01,CB
416,PIH07,PIH07VB-01,CB
417,PLT03,PLT03VB-01,CB
418,PUU02,PUU02VB-01,CB
419,SZA05,SZA05VB-01,CB
420,SWA04,SWA04VB-01,CB
421,BNA04,BNA04VB-01,CB
422,PLT02,PLT02VB-01,CB
423,KPA06,KPA06VB-01,CB
424,MSA05,MSA05VB-01,CB
425,PUU08,PUU08VB-01,CB
426,MSA01,MSA01VB-01,CB
427,DCA03,DCA03VB-01,CB
428,PRA07,PRA07VB-01,CB
429,WBT03,WBT03VB-01,CB
430,PLA03,PLA03VB-01,CB
431,NAB01,NAB01VB-01,CB
432,TSK02,TSK02VB-01,CB
433,PUU01,PUU01VB-01,CB
434,DCA02,DCA02VB-01,CB
435,AKR03,AKR03VB-01,CB
436,WBT04,WBT04VB-01,CB
437,PRA09,PRA09VB-01,CB
438,PKT01,PKT01VB-01,CB
439,TAA09,TAA09VB-01,CB
440,PUU06,PUU06VB-01,CB
441,PIA07,PIA07VB-01,CB
442,MSA02,MSA02VB-01,CB
443,PLC10,PLC10VB-01,CB
444,STA03,STA03VB-01,CB
445,TPH10,TPH10VB-01,CB
446,PIA08,PIA08VB-01,CB
447,PLB04,PLB04VB-01,CB
448,BNA10,BNA10VB-01,CB
449,BNA03,BNA03VB-01,CB
450,WGT03,WGT03VB-01,CB
451,PLB02,PLB02VB-01,CB
452,PLA01,PLA01VB-01,CB
453,NAT05,NAT05VB-01,CB
454,UTA03,UTA03VB-01,CB
455,NAA08,NAA08VB-01,CB
456,PLA06,PLA06VB-01,CB
457,KPA04,KPA04VB-01,CB
458,KKU10,KKU10VB-01,CB
459,PRA02,PRA02VB-01,CB
460,DCA06,DCA06VB-01,CB
461,PKT05,PKT05VB-01,CB
462,DCA07,DCA07VB-01,CB
463,WBT05,WBT05VB-01,CB
464,TPH03,TPH03VB-01,CB
465,RKA03,RKA03VB-01,CB
466,PIA09,PIA09VB-01,CB
467,MSA12,MSA12VR-01,CB
468,KKU09,KKU09VB-01,CB
469,TPH06,TPH06VB-01,CB
470,PIH04,PIH04VB-01,CB
471,UTA10,UTA10VB-01,CB
472,SZA02,SZA02VB-01,CB
473,SZA07,SZA07VB-01,CB
474,TSK04,TSK04VB-01,CB
475,PIA10,PIA10VB-01,CB
476,NAT02,NAT02VB-01,CB
477,LKA01,LKA01VB-01,CB
478,PRA10,PRA10VB-01,CB
479,PIA02,PIA02VB-01,CB
480,SSL05,SSL05VB-01,CB
481,SZA08,SZA08VB-01,CB
482,LKA04,LKA04VB-01,CB
483,UTA02,UTA02VB-01,CB
484,MSA04,MSA04VB-01,CB
485,MSU03,MSU03VB-01,CB
486,PIH10,PIH10VB-01,CB
487,NAA04,NAA04VB-01,CB
488,KPA10,KPA10VB-01,CB
489,NAT04,NAT04VB-01,CB
490,BNA07,BNA07VB-01,CB
491,KPB05,KPB05VB-01,CB
492,RKA01,RKA01VB-01,CB
493,RKA05,RKA05VB-01,CB
494,WGT08,WGT08VB-01,CB
495,PUU09,PUU09VB-01,CB
496,PLC03,PLC03VB-01,CB
497,PIA04,PIA04VB-01,CB
498,STA06,STA06VB-01,CB
499,PLB01,PLB01VB-01,CB
500,WBA01,WBA01VB-01,CB
501,KKU03,KKU03VB-01,CB
502,WGT09,WGT09VB-01,CB
503,SZA04,SZA04VB-01,CB
504,TPH09,TPH09VB-01,CB
505,KKU01,KKU01VB-01,CB
506,TAA08,TAA08VB-01,CB
507,DCA05,DCA05VB-01,CB
508,KKU08,KKU08VB-01,CB
509,UTA06,UTA06VB-01,CB
510,PIH09,PIH09VB-01,CB
511,KPA08,KPA08VB-01,CB
512,KPA05,KPA05VB-01,CB
513,PIA05,PIA05VB-01,CB
514,SKA03,SKA03VR-01,CB
515,MSA11,MSA11VR-01,CB
516,WGT06,WGT06VB-01,CB
517,PRA08,PRA08VB-01,CB
518,TSK03,TSK03VB-01,CB
519,PSN05,PSN05VB-01,CB
520,PLT01,PLT01VB-01,CB
521,PIH08,PIH08VB-01,CB
522,RKA08,RKA08VB-01,CB
523,NAB04,NAB04VB-01,CB
524,NAT03,NAT03VB-01,CB
525,NAT01,NAT01VB-01,CB
526,NAA01,NAA01VB-01,CB
527,RKA07,RKA07VB-01,CB
528,STA04,STA04VB-01,CB
529,RKA06,RKA06VB-01,CB
530,LKA05,LKA05VB-01,CB
531,AKR02,AKR02VB-01,CB
532,PIH02,PIH02VB-01,CB
533,SZA06,SZA06VB-01,CB
534,STA01,STA01VB-01,CB
535,PLC01,PLC01VB-01,CB
536,KPB04,KPB04VB-01,CB
537,PIA01,PIA01VB-01,CB
538,BNA01,BNA01VB-01,CB
539,SSL02,SSL02VB-01,CB
540,PLC06,PLC06VB-01,CB
541,MSA03,MSA03VB-01,CB
542,NAA06,NAA06VB-01,CB
543,BNA06,BNA06VB-01,CB
544,PKT02,PKT02VB-01,CB
545,LKA02,LKA02VB-01,CB
546,MSA10,MSA10VB-01,CB
547,TPH01,TPH01VB-01,CB
548,SSL03,SSL03VB-01,CB
549,KPA07,KPA07VB-01,CB
550,TPH07,TPH07VB-01,CB
551,PRA01,PRA01VB-01,CB
552,HTA01,HTA01VB-01,CB
553,SWA06,SWA06VB-01,CB
554,PRA04,PRA04VB-01,CB
555,NAB02,NAB02VB-01,CB
556,SWA01,SWA01VB-01,CB
557,BHA02,BHA02VR-01,CB
558,SWA03,SWA03VB-01,CB
559,SKA02,SKA02VR-01,CB
560,PLC08,PLC08VB-01,CB
561,PLC02,PLC02VB-01,CB
562,PRA06,PRA06VB-01,CB
563,KKU07,KKU07VB-01,CB
564,PLA02,PLA02VB-01,CB
565,PIH05,PIH05VB-01,CB
566,WGT07,WGT07VB-01,CB
567,DCA09,DCA09VB-01,CB
568,SZA01,SZA01VB-01,CB
569,BNA02,BNA02VB-01,CB
570,PLT04,PLT04VB-01,CB
571,RKA02,RKA02VB-01,CB
572,KPA02,KPA02VB-01,CB
573,DCA01,DCA01VB-01,CB
574,MSU04,MSU04VB-01,CB
575,PIH03,PIH03VB-01,CB
576,PLC05,PLC05VB-01,CB
577,PIA03,PIA03VB-01,CB
578,PRA05,PRA05VB-01,CB
579,UTA01,UTA01VB-01,CB
580,AKR01,AKR01VB-01,CB
581,PLC07,PLC07VB-01,CB
582,KKU04,KKU04VB-01,CB
583,KKU02,KKU02VB-01,CB
584,PLB05,PLB05VB-01,CB
585,PLA10,PLA10VB-01,CB
586,PIH01,PIH01VB-01,CB
587,KPB02,KPB02VB-01,CB
588,NAA05,NAA05VB-01,CB
589,SKA04,SKA04VR-01,CB
590,NAA07,NAA07VB-01,CB
591,WBT01,WBT01VB-01,CB
592,PUU07,PUU07VB-01,CB
593,KPA03,KPA03VB-01,CB
594,MSA06,MSA06VB-01,CB
595,RKA04,RKA04VB-01,CB
596,LKA03,LKA03VB-01,CB
597,PUU03,PUU03VB-01,CB
598,TPH08,TPH08VB-01,CB
599,BHA03,BHA03VR-01,CB
600,STA07,STA07VB-01,CB
601,BHA04,BHA04VR-01,CB
602,MSA07,MSA07VB-01,CB
603,PLA08,PLA08VB-01,CB
604,STA09,STA09VB-01,CB
605,TAA01,TAA01VB-01,CB
606,PIH06,PIH06VB-01,CB
607,PIA06,PIA06VB-01,CB
608,TAA03,TAA03VB-01,CB
609,NAB05,NAB05VR-01,CB
610,SSL01,SSL01VB-01,CB
611,WGT05,WGT05VB-01,CB
612,MSU02,MSU02VB-01,CB
613,PUU10,PUU10VB-01,CB
614,PKT04,PKT04VB-01,CB
615,KKU05,KKU05VB-01,CB
616,TAA04,TAA04VB-01,CB
617,PKT06,PKT06VR-101,CB
618,PKT06,PKT0BVB-01,CB
619,PLT05,PLT05VB-01,CB
620,PUU05,PUU05VB-01,CB
621,KKU06,KKU06VR-01,Recloser
622,TAA05,TAA05VR-02,Recloser
623,TAA05,TAA05VR-01,Recloser
624,TAA05,TAA05VR-05,Recloser
625,TAA05,MSA01VR-04,Recloser
626,TAA05,TAA05VR-04,Recloser
627,UTA04,UTA04VR-01,Recloser
628,TPH05,TPH05VR-02,Recloser
629,TPH05,TPH05VR-01,Recloser
630,NAA09,NAA03VR-02,Recloser
631,NAA09,NAA03VR-01,Recloser
632,TPH04,TPH04VR-01,Recloser
633,TPH04,TPH04VR-02,Recloser
634,SWA02,SWA02VR-01,Recloser
635,DCA04,DCA04VR-01,Recloser
636,PRA03,PRA03VR-01,Recloser
637,PLC04,PLC04VR-02,Recloser
638,PLC04,PLC04VR-01,Recloser
639,UTA07,UTA07VR-02,Recloser
640,UTA07,UTA07VR-01,Recloser
641,RKA09,RKA09VR-01,Recloser
642,SWA08,SWA08VR-02,Recloser
643,SWA08,SWA08VR-01,Recloser
644,WGT10,WGT10VR-02,Recloser
645,WGT10,WGT10VR-01,Recloser
646,BNA09,BNA09VR-101,Recloser
647,PSN04,PSN04VR-102,Recloser
648,PSN04,PSN04VR-101,Recloser
649,WBA04,WBA02VR-03,Recloser
650,WBA04,WBA04VR-01,Recloser
651,WBA04,WBA02VR-04,Recloser
652,KPA09,KPA09VR-01,Recloser
653,TAA06,TAA06VR-01,Recloser
654,TAA06,TAA06VR-02,Recloser
655,STA05,STA05VR-01,Recloser
656,STA05,STA05VR-02,Recloser
657,DCA08,DCA08VR-05,Recloser
658,DCA08,DCA08VR-04,Recloser
659,DCA08,DCA08VR-02,Recloser
660,DCA08,DCA08VR-03,Recloser
661,DCA08,DCA08VR-01,Recloser
662,UTA05,UTA05VR-02,Recloser
663,UTA05,UTA05VR-01,Recloser
664,TSK05,TSK05VR-01,Recloser
665,PKT03,PKT03VR-101,Recloser
666,UTA09,UTA09VR-01,Recloser
667,PSN01,PSN01VR-102,Recloser
668,KPB03,KPB03VR-02,Recloser
669,KPB03,KPB03VR-01,Recloser
670,WBA03,WBA03VR-01,Recloser
671,SZA03,SZA03VR-01,Recloser
672,SZA03,SZA03VR-02,Recloser
673,MSA09,MSA09VR-01,Recloser
674,TAA07,TAA07VR-01,Recloser
675,TAA07,TAA07VR-04,Recloser
676,TAA07,TAA07VR-02,Recloser
677,TAA07,TAA07VR-03,Recloser
678,SKA01,SKA01VR-02,Recloser
679,SKA01,SKA01VR-03,Recloser
680,NAB06,NAB06VR-02,Recloser
681,NAB06,PUU06VR-03,Recloser
682,WBA02,WBA02VR-01,Recloser
683,WBA02,WBA02VR-02,Recloser
684,PSN03,PSN03VR-101,Recloser
685,RKA10,RKA10VR-03,Recloser
686,RKA10,RKA10VR-02,Recloser
687,KPA01,KPA01VR-02,Recloser
688,KPA01,KPA01VR-03,Recloser
689,TAA02,TAA02VR-01,Recloser
690,SSL04,SSL04VR-01,Recloser
691,SSL04,SSL04VR-02,Recloser
692,PSN02,PSN02VR-101,Recloser
693,SWA07,SWA07VR-01,Recloser
694,SWA07,SWA07VR-04,Recloser
695,SWA07,SWA07VR-02,Recloser
696,SWA07,SWA07VR-03,Recloser
697,PLC09,PLC09VR-01,Recloser
698,PLC09,PLC09VR-02,Recloser
699,TAA10,TAA10VR-03,Recloser
700,TAA10,TAA10VR-02,Recloser
701,TAA10,TAA10VR-04,Recloser
702,STA10,STA10VR-02,Recloser
703,STA10,STA10VR-01,Recloser
704,MSA08,MSA08VR-01,Recloser
705,MSA08,MSA08VR-02,Recloser
706,MSA08,MSA08VR-03,Recloser
707,PIH07,PIH07VR-01,Recloser
708,PUU02,PUU02VR-03,Recloser
709,PUU02,PUU02VR-06,Recloser
710,PUU02,PUU02VR-05,Recloser
711,PUU02,PUU02VR-02,Recloser
712,PUU02,PUU02VR-01,Recloser
713,PUU02,PUU02VR-04,Recloser
