,feeder,equipment,type
2298,MRM04,MRM04VF-111,Switch
2299,MRM04,MRM04VF-123,Switch
2300,MRM04,MRM04VF-103/2,Switch
2301,MRM04,MRM04VS-108,Switch
2302,MRM04,MRM04VF-701,Switch
2303,MRM04,MRM04VS-901,Switch
2304,MRM04,MRM04VF-102/2,Switch
2305,MRM04,MRM04F-120/01,Switch
2306,MRM04,MRM04VF-108/02,Switch
2307,MCA03,MCA03F-01,Switch
2308,MCA03,MCA03VS-106,Switch
2309,MCA03,MCA03VS-107,Switch
2310,MCA03,MCA03F-14,Switch
2311,MCA03,MCA03F-13,Switch
2312,MCA03,MCA03VS-101,Switch
2313,MCA03,MCA03F-09,Switch
2314,MCA03,MCA03F-06,Switch
2315,MCA03,MCA03F-08,Switch
2316,MCA03,MCA03F-11,Switch
2317,MCA03,MCA03F-10,Switch
2318,MCA03,MCA03VS-103,Switch
2319,MCA03,MCA03VS-112,Switch
2320,MCA03,MCA03VS-113,Switch
2321,MCA03,MCA03VS-114,Switch
2322,MCA03,MCA03VS-102,Switch
2323,MCA03,MCA03F-12/1,Switch
2324,MCA03,MCA03VS-115,Switch
2325,MCA03,MCA03VS-117,Switch
2326,MCA03,MCA03VS-116,Switch
2327,MCA03,MCA08F-19,Switch
2328,MCA03,MCA08F-20,Switch
2329,MCA03,MCA03F-12,Switch
2330,MCA03,MCA08VS-112,Switch
2331,MCA03,MCA03F-07,Switch
2332,MCA03,MCA03VS-104,Switch
2333,MCA03,FAA08VS-119,Switch
2334,MCA03,FAA08VS-117,Switch
2335,MCA03,FAA08VS-118,Switch
2336,MCA03,FAA08VS-125,Switch
2337,LIA01,LIA01VF-112,Switch
2338,LIA01,LIA01VF-104,Switch
2339,LIA01,LIA01VF-120,Switch
2340,LIA01,LIA01VF-115,Switch
2341,LIA01,LIA01VS-103,Switch
2342,LIA01,LIA01VF-108,Switch
2343,LIA01,LIA01VF-106,Switch
2344,LIA01,LIA01VF-126,Switch
2345,LIA01,LIA01VF-114,Switch
2346,LIA01,LIA01VF-129,Switch
2347,LIA01,LIA01VF-103,Switch
2348,LIA01,LIA01VF-117,Switch
2349,LIA01,LIA01VS-107,Switch
2350,LIA01,LIA01VF-123,Switch
2351,LIA01,LIA01VF-122,Switch
2352,LIA01,LIA01VF-116,Switch
2353,LIA01,LIA01VF-127,Switch
2354,LIA01,LIA01VS-101,Switch
2355,LIA01,LIA01VS-105,Switch
2356,LIA01,HOA10F-192,Switch
2357,LIA01,LIA01VF-118,Switch
2358,LIA01,LIA01VS-110,Switch
2359,LIA01,LIA01VS-111,Switch
2360,LIA01,HOA10VF-190,Switch
2361,LIA01,LIA01VF-110,Switch
2362,LIA01,LIA01VF-101/1,Switch
2363,LIA01,LIA01VF-107,Switch
2364,LIA01,LIA01VF-119,Switch
2365,LIA01,LIA01VF-130,Switch
2366,LIA01,LIA01VF-109,Switch
2367,LIA01,HOA10VF-191,Switch
2368,LIA01,LIA01VF-101,Switch
2369,LIA01,LIA01VF-121,Switch
2370,LIA01,LIA01VS-109,Switch
2371,LIA01,LIA01VS-106,Switch
2372,LIA01,LIA01VS-102,Switch
2373,LIA01,LIA01VF-124,Switch
2374,LIA01,LIA01VF-105,Switch
2375,LIA01,LIA01VF-125,Switch
2376,LIA01,LIA01VF-128,Switch
2377,LIA01,LIA01VF-111,Switch
2378,LIA01,LIA01VS-104,Switch
2379,NIC09,NIC09VS-101,Switch
2380,NIC09,LNB06VF-702,Switch
2381,NIC09,NIC09VS-102,Switch
2382,HOA07,HOA07VF-109,Switch
2383,HOA07,HOA07VF-110,Switch
2384,HOA07,HOA07VF-103,Switch
2385,HOA07,HOA07VF-102,Switch
2386,HOA07,HOA07VF-111,Switch
2387,HOA07,HOA07VF-105,Switch
2388,HOA07,CEA08F-15,Switch
2389,HOA07,HOA07VF-101,Switch
2390,HOA07,HOA07VF-106,Switch
2391,HOA07,CEA08F-14,Switch
2392,HOA07,HOA07VF-104,Switch
2393,HOA07,HOA07VF-106/1,Switch
2394,HOA07,HOA07VF-106/2,Switch
2395,HOA07,HOA07VS-106,Switch
2396,HOA07,HOA07VS-105,Switch
2397,HOA07,HOA07VS-108,Switch
2398,HOA07,HOA07VS-107,Switch
2399,HOA07,HOA07VS-104,Switch
2400,HOA07,HOA07VS-101,Switch
2401,HOA07,HOA07VS-102,Switch
2402,LPC01,LPC01VF-101,Switch
2403,LPC01,LPC01VF-108,Switch
2404,LPC01,LPC01VF-110,Switch
2405,LPC01,LPC01VF-113,Switch
2406,LPC01,LPC01VF-115,Switch
2407,LPC01,LPC01VF-120,Switch
2408,LPC01,LPC01VF-116,Switch
2409,LPC01,LPC01VF-118/02,Switch
2410,LPC01,LPC01VF-114/04,Switch
2411,LPC01,LPC01VF-114/03,Switch
2412,LPC01,LPC01VF-110/01,Switch
2413,LPC01,LPC01VF-118/01,Switch
2414,LPC01,LPC01VF-103,Switch
2415,LPC01,LPC01VF-104,Switch
2416,LPC01,LPC01VF-109,Switch
2417,LPC01,LPC01VF-101/01,Switch
2418,LPC01,LPC01VF-102,Switch
2419,LPC01,LPC01VF-114/02,Switch
2420,LPC01,LPC01VF-114,Switch
2421,LPC01,LPC01VF-105,Switch
2422,LPC01,LPC01VF-106/01,Switch
2423,LPC01,LPC01VF-112,Switch
2424,LPC01,LPC01VF-111,Switch
2425,LPC01,LPC01VF-102/01,Switch
2426,LPC01,LPC01VF-119,Switch
2427,LPC01,LPC01VF-118,Switch
2428,LPC01,LPC01VS-111,Switch
2429,LPC01,LPC01VF-107,Switch
2430,LPC01,LPC01VF-114/01,Switch
2431,LPC01,LPC01VF-106,Switch
2432,LPC01,LPC01VF-106/03,Switch
2433,LPC01,LPC01VF-106/02,Switch
2434,LPC01,LPC01VS-112,Switch
2435,LPC01,LPC01VS-104,Switch
2436,LPC01,LPC01VS-102,Switch
2437,LPC01,LPC01VS-110,Switch
2438,LPC01,LPC01VS-108,Switch
2439,LPC01,LPC01VF-117,Switch
2440,LPC01,LPC01VS-105,Switch
2441,LPC01,LPC01VS-109,Switch
2442,LPC01,LPC01VS-103,Switch
2443,LPC01,LPC01VS-101,Switch
2444,LPC01,LPC01VS-107,Switch
2445,LPC01,LPC01VF-117/02,Switch
2446,LPC01,LPC01VF-117/01,Switch
2447,TNG08,TNG08F-06,Switch
2448,TNG08,TNG08F-12,Switch
2449,TNG08,TNG08F-07,Switch
2450,TNG08,TNG08S-14,Switch
2451,TNG08,TNG08S-13,Switch
2452,TNG08,TNG08S-12,Switch
2453,TNG08,TNG08S-11,Switch
2454,TNG08,TNG08S-10,Switch
2455,TNG08,TNG08F-11,Switch
2456,TNG08,TNG08F-10,Switch
2457,TNG08,TNG08F-14,Switch
2458,TNG08,TNG08S-05,Switch
2459,TNG08,TNG08F-04,Switch
2460,TNG08,TNG08F-03,Switch
2461,TNG08,TNG08S-04,Switch
2462,TNG08,TNG08F-01/1,Switch
2463,TNG08,TNG08F-01,Switch
2464,TNG08,TNG08F-05,Switch
2465,TNG08,TNG08F-09,Switch
2466,TNG08,TNG08F-17,Switch
2467,TNG08,TNG08F-16,Switch
2468,TNG08,TNG08F-13,Switch
2469,TNG08,TNG08S-15,Switch
2470,TNG08,TNG08S-17,Switch
2471,TNG08,TNG08F-02,Switch
2472,TNG08,TNG08S-09,Switch
2473,TNG08,TNG08S-07,Switch
2474,TNG08,TNG08S-08,Switch
2475,TNG08,TNG08F-18,Switch
2476,TNG08,TNG08F-15,Switch
2477,TNG08,TNG08F-14/1,Switch
2478,PYB05,PYA05F-56,Switch
2479,PYB05,PYA05F-08,Switch
2480,PYB05,PYA04F-31,Switch
2481,PYB05,PYA04F-27,Switch
2482,PYB05,PYA05S-19,Switch
2483,PYB05,PYA05F-07,Switch
2484,PYB05,PYA05F-09,Switch
2485,PYB05,PYA04F-34,Switch
2486,PYB05,PYA04F-33,Switch
2487,PYB05,PYA04F-32,Switch
2488,PYB05,PYA04F-29,Switch
2489,PYB05,PYB03VS-107,Switch
2490,PYB05,PYB03VS-105,Switch
2491,PYB05,PYB03VS-106,Switch
2492,PYB05,PYA04F-26,Switch
2493,PYB05,PYA04F-28,Switch
2494,PYB05,PYA04F-029/02,Switch
2495,PYB05,PYA04F-29/01,Switch
2496,PYB05,PYA04F-23/3,Switch
2497,PYB05,PYA05F-05/02,Switch
2498,PYB05,PYA04F-33/1,Switch
2499,PYB05,PYA4F-27/1,Switch
2500,PYB05,PYA05F-07/1,Switch
2501,PYB05,PYA04F-21/2,Switch
2502,PYB05,PYB05F-122,Switch
2503,PYB05,PYA04F-34/1,Switch
2504,PYB05,PYA05F-11,Switch
2505,PYB05,PYA04F-32/1,Switch
2506,PYB05,PYA04F-36,Switch
2507,PYB05,PYA04F-25/2,Switch
2508,PYB05,PYA04F-30/1,Switch
2509,PYB05,PYA04F-30/2,Switch
2510,PYB05,PYA04F-30,Switch
2511,PYB05,PYB05VS-102,Switch
2512,PYB05,PYA05S-16,Switch
2513,PYB05,PYA05S-15,Switch
2514,PYB05,PYB05VS-101,Switch
2515,PYB05,PYB05VS-103,Switch
2516,PYB05,PYB05VS-104,Switch
2517,PAN05,PAN05VS-101,Switch
2518,PAN05,PAN05VF-118,Switch
2519,PAN05,PAN05VF-117,Switch
2520,PAN05,PAN05VF-122,Switch
2521,PAN05,PAN05VF-119,Switch
2522,PAN05,PAN05VF-120,Switch
2523,PAN05,PAN05VF-114,Switch
2524,PAN05,PAN05VF-109,Switch
2525,PAN05,PAN05VF-127,Switch
2526,PAN05,PAN05VF-126,Switch
2527,PAN05,PAN05VF-125,Switch
2528,PAN05,PAN05VF-115,Switch
2529,PAN05,PAN05VF-108,Switch
2530,PAN05,PAN05VF-123,Switch
2531,PAN05,PAN05VF-107,Switch
2532,PAN05,PAN05VF-105,Switch
2533,PAN05,PAN05VF-101,Switch
2534,PAN05,PAN05VF-103,Switch
2535,PAN05,PAN05VF-104,Switch
2536,PAN05,PAN05F-21/1,Switch
2537,PAN05,PAN05VF-106,Switch
2538,PAN05,PAN05VF-125/01,Switch
2539,PAN05,PAN05VF-702,Switch
2540,PAN05,PAN05F-107/01,Switch
2541,PAN05,PAN05VF-102,Switch
2542,PAN05,PAN05VF-129,Switch
2543,PAN05,PAN05VF-128,Switch
2544,PAN05,PAN05VF-124,Switch
2545,PAN05,PAN05VF-121,Switch
2546,PAN05,PAN05VF-703,Switch
2547,PAN05,PAN05VF-704,Switch
2548,PAN05,PAN05VF-116,Switch
2549,PAN05,PAN05VF-701,Switch
2550,PAN05,PAN05VF-705,Switch
2551,PAN05,PAN5VF-129,Switch
2552,PAN05,PAN05VS-110,Switch
2553,PAN05,PAN05VS-103,Switch
2554,PAN05,PAN05VS-105,Switch
2555,PAN05,PAN05VS-109,Switch
2556,PAN05,PAN05VS-108,Switch
2557,PAN05,PAN05VS-104,Switch
2558,PAN05,PAN05VS-106,Switch
2559,PAN05,PAN05VS-112,Switch
2560,PAN05,PAN05VS-113,Switch
2561,PAN05,PAN05VS-111,Switch
2562,PAN05,PAN05F-123,Switch
2563,CMV03,CMV03VS-101,Switch
2564,CMV03,SKP07F-02/2,Switch
2565,CMV03,CMV03VS-103,Switch
2566,CMV03,CMV03VS-104,Switch
2567,CMV03,CMV03VS-105,Switch
2568,CMV03,CMV03VS-102,Switch
2569,CMV03,CMA03F-05,Switch
2570,CMV03,CMV03VS-108,Switch
2571,CMV03,CMV03VS-107,Switch
2572,MCA09,MCA09VS-101,Switch
2573,NIA08,NIA08VS-103,Switch
2574,NIA08,NIA08VS-101,Switch
2575,CDO04,CDO04VF-104,Switch
2576,CDO04,CDO04VF-103,Switch
2577,CDO04,CDO04VF-102,Switch
2578,CDO04,CDO04VF-105,Switch
2579,CDO04,CDO04F-VF-101,Switch
2580,CDO04,CDO04VS-101,Switch
2581,CDO04,CDO04VS-102,Switch
2582,TNG02,TNG02F-01,Switch
2583,TNG02,TNG02S-08,Switch
2584,TNG02,TNG02F-09,Switch
2585,TNG02,TNG02F-16,Switch
2586,TNG02,TNG02S-16,Switch
2587,TNG02,TNG02F-F-04/2,Switch
2588,TNG02,TNG02F-11,Switch
2589,TNG02,TNG02S-17,Switch
2590,TNG02,TNG02F-04,Switch
2591,TNG02,TNG02F-11/1,Switch
2592,TNG02,TNG02F-05/1,Switch
2593,TNG02,TNG02S-13,Switch
2594,TNG02,TNG06S-04,Switch
2595,TNG02,TNG02S-15,Switch
2596,TNG02,TNG02S-07,Switch
2597,TNG02,TNG02F-15,Switch
2598,TNG02,TNG02S-11,Switch
2599,TNG02,TNG02S-05,Switch
2600,TNG02,TNG02S-10,Switch
2601,TNG02,TNG02F-13,Switch
2602,TNG02,TNG02S-603,Switch
2603,TNG02,TNG02F-11/2,Switch
2604,TNG02,TNG02S-602,Switch
2605,TNG02,00077F-77,Switch
2606,TNG02,TNG02F-04/1,Switch
2607,TNG02,TNG02S-601,Switch
2608,TNG02,TNG02F-05,Switch
2609,TNG02,TNG02F-07,Switch
2610,TNG02,TNG02F-02,Switch
2611,TNG02,TNG02F-08,Switch
2612,TNG02,TNG02F-03/1,Switch
2613,TNG02,TNG02F-06,Switch
2614,TNG02,TNG02F-03,Switch
2615,TNG02,         ,Switch
2616,TNG02,TNG02F-00/0,Switch
2617,TNG02,TNG02F-10,Switch
2618,TNG02,TNG02S-06,Switch
2619,TNG02,TNG02S-09,Switch
2620,TNG02,TNG02S-12,Switch
2621,TNG02,TNG02S-04,Switch
2622,TNG02,TNG02F-09/1,Switch
2623,TNG02,TNG02F-08/1,Switch
2624,TNG02,TNG02F-14,Switch
2625,TNG02,TNG02F-12,Switch
2626,TNG02,TNG02S-19,Switch
2627,TNG02,TNG02S-14,Switch
2628,TNG02,TNG02S-27,Switch
2629,TNG02,TNG02F--12/1,Switch
2630,TNG02,TNG02F-09/1,Switch
2631,TNG02,TNG09S-10,Switch
2632,CEA02,CEA02F-02,Switch
2633,CEA02,CEA02F-05,Switch
2634,CEA02,CEA02VS-102,Switch
2635,CEA02,CEA02F-04,Switch
2636,CEA02,CEA02F-03,Switch
2637,CEA02,CEA02VS-101,Switch
2638,CEA02,CEA02F-01/01,Switch
2639,CEA02,CEA02VF-101/1,Switch
2640,CEA02,CEA02VS-02,Switch
2641,CEA02,CEA02VS-03,Switch
2642,CEA02,CEA02VS-103,Switch
2643,CMC10,CMC10VS-101,Switch
2644,CMC10,CMC10F-101/6,Switch
2645,CMC10,CMC10F-04/1,Switch
2646,CMC10,CMC10F-101,Switch
2647,CMC10,CMC10VF-104,Switch
2648,CMC10,CMC10F-101/5,Switch
2649,CMC10,CMC10VF-102,Switch
2650,CMC10,CMC10F-102/1,Switch
2651,CMC10,CMC10VS-117,Switch
2652,CMC10,CMC10VS-116,Switch
2653,CMC10,CMC10VS-115,Switch
2654,CMC10,CMC10VS-103,Switch
2655,CMC10,CMC10VS-104,Switch
2656,CMC10,CMC10VS-102,Switch
2657,CMC10,CMC10VS-601,Switch
2658,CMC10,CMC10VF-101/2,Switch
2659,CMC10,CMC10VF-106,Switch
2660,CMC10,CMC10VF-105,Switch
2661,CMC10,CMC10VF-101/01,Switch
2662,CMC10,CMC10F-101/7,Switch
2663,DKA03,DKA03VS-101,Switch
2664,CME03,CME03VF-101/1,Switch
2665,CME03,CME03VS-02,Switch
2666,PYA08,PYA08F-08,Switch
2667,PYA08,PYA08F-07,Switch
2668,PYA08,PYA08S-07,Switch
2669,PYA08,PYA08S-11,Switch
2670,PYA08,PYA08S-09,Switch
2671,PYA08,PYA08S-10,Switch
2672,PYA08,PYA08F-03/01,Switch
2673,PYA08,PYA08S-06,Switch
2674,PYA08,PYA08F-06,Switch
2675,PYA08,PYA08S-12,Switch
2676,PYA08,PYA08F-04,Switch
2677,PYA08,PYA08F-04/01,Switch
2678,PYA08,PYA08F-22,Switch
2679,PYA08,PYA08F-02,Switch
2680,PYA08,PYA08S-04,Switch
2681,PYA08,PYA08F-01/01,Switch
2682,PYA08,PYA08F-01,Switch
2683,PYA08,PYA08F-03/04,Switch
2684,PYA08,PYA08F-03/03,Switch
2685,PYA08,PYA08F-03/02,Switch
2686,PYA08,PYA08F-XXXXXX,Switch
2687,PYA08,PYA08S-05,Switch
2688,PYA08,PYA08S-14,Switch
2689,PYA08,PYA08S-15,Switch
2690,PYA08,PYA08F--03,Switch
2691,PYA08,PYA08F-05,Switch
2692,PYA08,PYA02F-111111,Switch
2693,PYA08,PYA08S-13,Switch
2694,SKP04,SKP04F-02,Switch
2695,SKP04,SKP04F-01/01,Switch
2696,SKP04,SKP04F-01,Switch
2697,SKP04,SKP04F-16/01,Switch
2698,SKP04,SKP04F-08,Switch
2699,SKP04,SKP04F-06,Switch
2700,SKP04,SKP04F-05,Switch
2701,SKP04,SKP04F-03,Switch
2702,SKP04,SKP04F-11,Switch
2703,SKP04,SKP04VF-108,Switch
2704,SKP04,SKP04F-17/04,Switch
2705,SKP04,SKP04F-17/03,Switch
2706,SKP04,SKP04F-17/01,Switch
2707,SKP04,SKP04F-12/01,Switch
2708,SKP04,SKP04F-14,Switch
2709,SKP04,SKP04F-15,Switch
2710,SKP04,SKP04F-17,Switch
2711,SKP04,SKP04F-19/01,Switch
2712,SKP04,SKP04F-19/02,Switch
2713,SKP04,SKP04F-18,Switch
2714,SKP04,SKP04F-24/1,Switch
2715,SKP04,SKP04F-16,Switch
2716,SKP04,SKP04F-19,Switch
2717,SKP04,SKP04F-04/7,Switch
2718,SKP04,SKP04F-04/6,Switch
2719,SKP04,SKP04F-20,Switch
2720,SKP04,SKP04F-17/02,Switch
2721,SKP04,SKP04F-10,Switch
2722,SKP04,SKP04F-13,Switch
2723,SKP04,SKP04VS-101,Switch
2724,SKP04,SKP04VF-104,Switch
2725,SKP04,SKG04F-000001,Switch
2726,SKP04,,Switch
2727,SKP04,SKP04F-12,Switch
2728,SKP04,SKP04VS-110,Switch
2729,SKP04,SKP04VS-109,Switch
2730,SKP04,SKP04VS-111,Switch
2731,SKP04,SKP04VS-105,Switch
2732,SKP04,SKP04VS-102,Switch
2733,SKP04,SKP04VS-119,Switch
2734,SKP04,SKP04VS-107,Switch
2735,SKP04,SKP04VS-117,Switch
2736,SKP04,SKP04VS-114,Switch
2737,SKP04,SKP04VS-118,Switch
2738,SKP04,SKP04VS-106,Switch
2739,SKP04,SKP04VS-108,Switch
2740,SKP04,SKP04VS-113,Switch
2741,SKP04,SKP04VS-115,Switch
2742,SKP04,SKP04VS-112,Switch
2743,SKP04,SKP04VS-104,Switch
2744,SKP04,SKP04VS-103,Switch
2745,SKP04,SKP04F-19/03,Switch
2746,PYA03,PYA03F-08,Switch
2747,PYA03,PYA03F-05,Switch
2748,PYA03,PYA03F-04,Switch
2749,PYA03,PYA03F-06,Switch
2750,PYA03,PYA03F-02/02,Switch
2751,PYA03,PYA03F-14,Switch
2752,PYA03,PYA03S-14,Switch
2753,PYA03,PYA03S-12,Switch
2754,PYA03,PYA03S-13,Switch
2755,PYA03,PYA03S-11,Switch
2756,PYA03,PYA03S-04,Switch
2757,PYA03,PYA03F-09,Switch
2758,PYA03,PYA03F-02,Switch
2759,PYA03,PYA03F-16,Switch
2760,PYA03,PYA03F-17,Switch
2761,PYA03,PYA03F-18,Switch
2762,PYA03,PYA03F-02/01,Switch
2763,PYA03,PYA03F-19,Switch
2764,PYA03,PYA03F-15,Switch
2765,PYA03,PYA03S-08,Switch
2766,PYA03,PYA03F-01,Switch
2767,PYA03,PYA03F-13,Switch
2768,PYA03,PYA03F-12,Switch
2769,PYA03,PYA03S-10,Switch
2770,PYA03,PYA03F-11,Switch
2771,PYA03,PYA03F-10,Switch
2772,PYA03,PYA03S-05,Switch
2773,PYA03,PYA03S-06,Switch
2774,PYA03,PYA03S-07,Switch
2775,PYA03,PYA03S-09,Switch
2776,PYA03,PYA03F-03,Switch
2777,PYA03,PYA03F-07,Switch
2778,PYA03,PYA07S-05,Switch
2779,PYA03,PYA04S-13,Switch
2780,PYA03,PYA03F-14/01,Switch
2781,PYA03,PHY03F-111111,Switch
2782,PYA03,PYA03F-20,Switch
2783,PYA03,PYA03S-22,Switch
2784,CMB09,CMB09VS-110,Switch
2785,CMB09,CMB09F-108,Switch
2786,CMB09,CMB09F-104,Switch
2787,CMB09,CMB09VS-109,Switch
2788,CMB09,MRM09VS-123,Switch
2789,CMB09,MRM09VS-116,Switch
2790,CMB09,CMB09VS-117,Switch
2791,CMB09,CMB09F-105,Switch
2792,CMB09,CMB09F-106,Switch
2793,CMB09,CMB09F-112,Switch
2794,CMB09,CMB09F-102,Switch
2795,CMB09,CCC11S-11,Switch
2796,CMB09,MRM09VS-118,Switch
2797,CMB09,CMB09VS-115,Switch
2798,CMB09,MRM09VF-716,Switch
2799,CMB09,CMB09F-115,Switch
2800,CMB09,CMB09F-02,Switch
2801,CMB09,MRM09VF-144,Switch
2802,CMB09,MRM09VF-148,Switch
2803,CMB09,MRM09VF-152,Switch
2804,CMB09,MRM09VS-117,Switch
2805,CMB09,MRM09VS-124,Switch
2806,CMB09,CMB09VS-103,Switch
2807,CMB09,MRM09VF-150,Switch
2808,CMB09,CMD06VS-109,Switch
2809,CMB09,CMB09VS-119,Switch
2810,CMB09,CMB09VS-107,Switch
2811,CMB09,CMB09F-107,Switch
2812,CMB09,MRM09VF-146,Switch
2813,CMB09,MRM09VF-140,Switch
2814,CMB09,CMB09VS-111,Switch
2815,CMB09,CMB09VS-118,Switch
2816,CMB09,CMB09VF-XXX,Switch
2817,CMB09,MRM09VS-125,Switch
2818,CMB09,CMB01F-02,Switch
2819,CMB09,CMB09F-114,Switch
2820,CMB09,CMB09VS-120,Switch
2821,CMB09,CMB09VS-03,Switch
2822,CMB09,MRM09VF-717,Switch
2823,CMB09,CMB09VS-114,Switch
2824,CMB09,MRM09VS-119,Switch
2825,CMB09,MRM09VF-715,Switch
2826,CMB09,MRM09VF-147,Switch
2827,CMB09,MRM09VF-719,Switch
2828,CMB09,MRM09VF-149,Switch
2829,CMB09,CMB09VS-112,Switch
2830,CMB09,MRM09VS-120,Switch
2831,CMB09,CMB09F-116,Switch
2832,CMB09,CMB09VS-121,Switch
2833,CMB09,CMB09VS-113,Switch
2834,CMB09,CMB09F-111,Switch
2835,CMB09,CMB09VS-105,Switch
2836,CMB09,MRM04VF-145,Switch
2837,CMB09,CMB09VS-02,Switch
2838,CMB09,MRM09VF-151,Switch
2839,CMB09,CMB09VS-102,Switch
2840,CMB09,99977F-77,Switch
2841,CMB09,MRM09VF-141,Switch
2842,CMB09,MRM09VF-720,Switch
2843,CMB09,CMB09VS-101,Switch
2844,CMB09,CMB09VS-116,Switch
2845,CMB09,CMB09F-110,Switch
2846,CMB09,MRM09VF-718,Switch
2847,CMB09,CMB09F-109,Switch
2848,CMB09,CMB09VS-104,Switch
2849,CMB09,CMB09F-101,Switch
2850,CMB09,MRM09VF-142,Switch
2851,CMB09,CMB09F-121,Switch
2852,CMB09,MRM09VF-143,Switch
2853,CMB09,CMB09F-01,Switch
2854,CMB09,CMB09VS-108,Switch
2855,CMB09,MRM09VS-122,Switch
2856,CMB09,CMB09F-103,Switch
2857,CMF05,CMC05F-05/1,Switch
2858,CMF05,CMC05F-05,Switch
2859,CMF05,CMF05VS-105,Switch
2860,CMF05,CMF05VS-102,Switch
2861,CMF05,CMF05VS-103,Switch
2862,CMF05,CMF05VS-104,Switch
2863,CMF05,CMF05VS-101,Switch
2864,PAU04,MTA01F-66/01,Switch
2865,PAU04,MTA01F-79/06,Switch
2866,PAU04,MTA01F-66/03,Switch
2867,PAU04,MTA05VF-115/1,Switch
2868,PAU04,MTA01F-79/07,Switch
2869,PAU04,MTA01F-62(1),Switch
2870,PAU04,MTA01F-52/01,Switch
2871,PAU04,MTA01F-54(03),Switch
2872,PAU04,PAU04VF-116,Switch
2873,PAU04,PAU04VF-115,Switch
2874,PAU04,PAU04VF-101/01,Switch
2875,PAU04,PAU04VF-105,Switch
2876,PAU04,PAU04VF-102,Switch
2877,PAU04,PAU04VF-103,Switch
2878,PAU04,PAU04VF-101,Switch
2879,PAU04,MTA01F-52-1,Switch
2880,PAU04,PAU04VF-118,Switch
2881,PAU04,XXX77F-777777,Switch
2882,PAU04,PAU04S-10,Switch
2883,PAU04,PAU04VF-127,Switch
2884,PAU04,PAU04VF-128,Switch
2885,PAU04,MTA01F-60/02,Switch
2886,PAU04,PAU04VF-01/1,Switch
2887,PAU04,MTA01F-60/03,Switch
2888,PAU04,PAU05VF-125/1,Switch
2889,PAU04,MTA01F-59,Switch
2890,PAU04,PAU04VF-124,Switch
2891,PAU04,PAU04VF-123,Switch
2892,PAU04,MTA01F-56,Switch
2893,PAU04,PAU04VF-127/01,Switch
2894,PAU04,PAU04VF-129/01,Switch
2895,PAU04,PAU04VF-119/01,Switch
2896,PAU04,PAU04VF-129,Switch
2897,PAU04,PAU04VF-131,Switch
2898,PAU04,PAU04VF-130,Switch
2899,PAU04,PAU05F-VF-126,Switch
2900,PAU04,PAU04F-VF-116,Switch
2901,PAU04,PAU04VS-03,Switch
2902,PAU04,PAU04VS-02,Switch
2903,PAU04,PAU04VF-119,Switch
2904,PAU04,PAU05VS-107,Switch
2905,PAU04,PAU05VS-104,Switch
2906,PAU04,PAU05VS-105,Switch
2907,PAU04,PAU05VS-103,Switch
2908,PAU04,PAU05VS-106,Switch
2909,PAU04,PAU04VS-102,Switch
2910,PAU04,PAU05F-VF150,Switch
2911,MEA04,MEA04VF-705,Switch
2912,MEA04,MEA04VF-707,Switch
2913,MEA04,MEA04VF-704,Switch
2914,MEA04,MEA04VF-701,Switch
2915,MEA04,MEA04VF-105,Switch
2916,MEA04,MEA04VF-107,Switch
2917,MEA04,MEA04VF-104,Switch
2918,MEA04,MEA04VF-706,Switch
2919,MEA04,MEA04VF-102,Switch
2920,MEA04,MEA04VS-101,Switch
2921,MEA04,MEA04VF-106,Switch
2922,MEA04,MEA04VF-101,Switch
2923,MEA04,MEA04VF-103,Switch
2924,MEA04,MEA04VF-703,Switch
2925,MEA04,MEA04VS-107,Switch
2926,MEA04,MEA04VF-702,Switch
2927,MEA04,MEA04VS-103,Switch
2928,MEA04,MEA04VS-106,Switch
2929,MEA04,MEA04VS-104,Switch
2930,MEA04,MEA04VS-102,Switch
2931,MEA04,MEA04VS-105,Switch
2932,MRM10,MRM10VF-102,Switch
2933,MRM10,MRM10VF-104,Switch
2934,MRM10,MRM10VS-101,Switch
2935,MRM10,MRM10VS-104,Switch
2936,MRM10,MRM10VS-703,Switch
2937,MRM10,MRM10VS-102,Switch
2938,MRM10,MRM10VS-103,Switch
2939,MRM10,MRM10VF-704,Switch
2940,MRM10,MRM10VF-101,Switch
2941,MRM10,MRM10VF-705,Switch
2942,MRM10,MRM10VS-707,Switch
2943,MRM10,MRM10VS-706,Switch
2944,MRM10,MRM10VF-702,Switch
2945,MRM10,MRM10VS-702,Switch
2946,MRM10,MRM10VF-701,Switch
2947,MRM10,MRM10VS-701,Switch
2948,MRM10,MRM10VS-705,Switch
2949,MRM10,MRM10VS-105,Switch
2950,MRM10,MRM10VF-702/02,Switch
2951,MRM10,MRM10VS-704,Switch
2952,SKP06,SKP06VS-101,Switch
2953,SKP06,SKP06VS-116,Switch
2954,SKP06,SKP06VS-117,Switch
2955,SKP06,XSU02VS-108,Switch
2956,SKP06,SKP06VS-115,Switch
2957,MLA05,MLA05F-01,Switch
2958,MLA05,MLA05F-05,Switch
2959,MLA05,MLA05F-04,Switch
2960,MLA05,MLA05F-14,Switch
2961,MLA05,MLA05F-02,Switch
2962,MLA05,MLA05VS-101,Switch
2963,MLA05,MLA05VS-107,Switch
2964,MLA05,MLA05VS-113,Switch
2965,MLA05,MLA05VS-106,Switch
2966,MLA05,MLA05VS-104,Switch
