,feeder,equipment,type
138,LPA01,LPA01C-04,SCB
139,LPA01,LPA01C-02,SCB
140,LPB07,LPB05C-01,SCB
141,CDO03,CDO03C-01,SCB
142,LPC02,LPC02C-02,SCB
143,CUN03,CUN03C-01,SCB
144,TEA01,TEA01VC-103,SCB
145,TEA01,TEA01C-10,SCB
146,CMB01,CMB01C-01,SCB
147,LPA06,HCA05VC-103,SCB
148,LPA06,LPA06C-01,SCB
149,CRB08,CRA02C-01,SCB
150,XSU02,SKP06C-01,SCB
151,CHM01,LPC03C-02/1,SCB
152,LIA05,LIA04C-01,SCB
153,LPB06,LPB06C-01/1,SCB
154,LPB06,LPB06C-102,SCB
155,CUN05,CUN05C-01,SCB
156,CUN05,CUN05C-02,SCB
157,CMC03,CMC04C-01,SCB
158,CHM02,LPC03C-01,SCB
159,CEA07,CEA07C-01,SCB
160,MCA02,MCA02C-01,SCB
161,FAA07,FAA08C-04,SCB
162,CMV05,CMA09C-01,SCB
163,CMC05,CMA01C-02,SCB
164,CKN05,CKN02C-02,SCB
165,CUN01,CUN01C-02,SCB
166,CUN01,CUN01C-01,SCB
167,CMB06,CMB01C-03,SCB
168,CMB06,CMB01C-02,SCB
169,CMB06,CMB06C-01,SCB
170,PYB04,PYA04C-04,SCB
171,CKN01,CKN01C-02,SCB
172,CKN01,CKN01C-03,SCB
173,CMD04,CMD10C-02,SCB
174,CMD04,CMD10C-01,SCB
175,LNC03,LNA03C-XX,SCB
176,LIA04,LIA04C-02,SCB
177,LNC05,LNC03VC-101,SCB
178,PYA01,PYA01C-01,SCB
179,CUN04,CUN04C-01,SCB
180,LPB04,LPB04C-02,SCB
181,LPB04,LPB04C-01,SCB
182,LPB04,LPB04C-03,SCB
183,CSA09,CSA09C-01,SCB
184,CMB10,CMB03C-03,SCB
185,CMB10,CMB03C-02,SCB
186,CMF03,CMF03C-01,SCB
187,CMD07,CMD04C-01,SCB
188,DKA05,SKP08C-02,SCB
189,DKA05,DKA05VC-102,SCB
190,DKA05,DAK05C-02,SCB
191,WPA08,WPA05C-01,SCB
192,WPA08,WPA08C-02,SCB
193,MRM06,MRM06C-01,SCB
194,MRM06,MRM07C-01,SCB
195,CEA08,CEA08C-03,SCB
196,CEA08,CEA08C-01,SCB
197,CMV02,CMA03C-01,SCB
198,LPA04,LPC02C-03,SCB
199,LPA04,LPA03C-01,SCB
200,LPA04,LAP03C-02,SCB
201,TEA06,TEA06VC-101,SCB
202,CMA07,CMA07C-01,SCB
203,SKP07,SKP02C-01,SCB
204,CMA01,CMA04C-02,SCB
205,LNA03,LNA03VC-101,SCB
206,LNA03,LNA02VC-104,SCB
207,MHA09,MHA03C-01,SCB
208,FAA08,FAA08C-01,SCB
209,FAA08,FAA08C-02/1,SCB
210,FAA08,FAA08C-02,SCB
211,CMU04,CMC05C-01/1,SCB
212,CMU04,CMC03C-02,SCB
213,MMU01,LPB07C-02,SCB
214,MRM08,MRM08VC-101,SCB
215,PYA04,PYA04C-02,SCB
216,PYA04,PYA06C-01,SCB
217,MHA03,MHA03C-02,SCB
218,MHA03,MHA03C-01/1,SCB
219,TEA05,TEA05C-10,SCB
220,TEA05,TEA05VC-101,SCB
221,HOA06,HOA06VC-101,SCB
222,CRB05,CRB05VC-101,SCB
223,CRB05,CRA 8C-01,SCB
224,TEA04,TEA04C-10,SCB
225,CRA04,PAN05C-01,SCB
226,LNA04,LNA04VC-101,SCB
227,LNA04,LNA04VC-102,SCB
228,CMC09,CMC1VC-01,SCB
229,CMC09,CMC09C-01,SCB
230,CMD06,CMB02VC-03,SCB
231,HCA04,HCA04VC-101,SCB
232,HCA04,HCA04C-01,SCB
233,HCA04,HCA04VC-103,SCB
234,NIC07,LNC04VC-102,SCB
235,NIU02,LND06C-01,SCB
236,HOA09,HOA09C-02,SCB
237,HOA09,HOA09C-01,SCB
238,PAU03,MHA03VC-103,SCB
239,CKN02,CKN02C-01,SCB
240,MRM05,MRM05VC-101,SCB
241,MRM05,MRM05VC-102,SCB
242,MRM05,CMB07C-03,SCB
243,MRM05,MRM05C-01,SCB
244,MRM05,MRM05C-02,SCB
245,TEA07,TEA07VC-101,SCB
246,SGA10,CMC10VC-103,SCB
247,CUN06,CUN06C-01,SCB
248,PAN03,PAN03C-01,SCB
249,PAN03,PAN05C-01/1,SCB
250,LPB03,LPB03C-02,SCB
251,LPB03,LPB03C-01,SCB
252,LPB03,LPB03C-03,SCB
253,MEA01,MEA02C-02,SCB
254,CEA01,BGA04C-02,SCB
255,CMF02,CMF02C-02,SCB
256,CMF02,CMF02C-03,SCB
257,CMF02,CMF02C-01,SCB
258,SKP01,SKP10C-03,SCB
259,SKP01,SKP01VC-105,SCB
260,SKP01,SKP01C-01/1,SCB
261,SKP01,SKP01VC-103,SCB
262,SKP01,SKP01VC-104,SCB
263,PYA07,PYA07C-01,SCB
264,TNG10,TNG10C-01,SCB
265,MTA02,MTA03VC-302,SCB
266,MTA02,MTA02VC-201,SCB
267,MTA02,MTA02VC-101,SCB
268,MTA02,MTA02VC-102,SCB
269,CRB01,MLA02C-02,SCB
270,TNG07,TNG07C-02,SCB
271,TNG07,CUN06C-02,SCB
272,TNG07,TNG07C-01,SCB
273,TNG07,TNG07C-01/1,SCB
274,TNG07,CUN06C-03,SCB
275,LNB10,LNB3CVF-101,SCB
276,SGA03,SGA03VC-102,SCB
277,SGA03,SGA03VC-103,SCB
278,SGA03,SGA03VC-101,SCB
279,SGA03,SGA03VC-104,SCB
280,WPA04,WPA04C-01,SCB
281,CMB07,CMB07C-01,SCB
282,CMB07,CMB07C-02,SCB
283,MAA01,MAA01C-02,SCB
284,LPA09,LPA09VC-102,SCB
285,LPA09,LPA09C-02,SCB
286,PAS05,XXX  C-11,SCB
287,FAA04,FAA04C-02,SCB
288,FAA04,FAA04C-01,SCB
289,MLA02,MLA02C-01,SCB
290,FAA09,FAA09C-02,SCB
291,FAA09,FAA09C-01,SCB
292,DKA06,MRM09C-01,SCB
293,LPC03,LPC03C-02,SCB
294,LIA02,LIA02C-01,SCB
295,CMB05,CMB06C-03,SCB
296,MTA03,MTA03C-02,SCB
297,MTA03,MTA03C-01,SCB
298,TNG09,TNG09C-01,SCB
299,CRA07,CRA07C-02,SCB
300,CMB08,CMB08C-01,SCB
301,HOA12,HOA10VC-105,SCB
302,HOA12,HOA10VC-101,SCB
303,HOA12,HOA10VC-102,SCB
304,HOA12,HOA10VC-104,SCB
305,HOA12,HOA10C-103,SCB
306,NIC02,LNB06VC-101,SCB
307,HCA02,HCA01C-02,SCB
308,HCA02,HCA02C-10,SCB
309,LNA02,LNA02VC-102,SCB
310,LNA02,LNA02VC-101,SCB
311,MEA07,MEA07C-01,SCB
312,CMD08,CMD07C-01,SCB
313,CMD08,CMD08C-01,SCB
314,CMD08,CMB03C-01,SCB
315,CUN02,CUN07C-01,SCB
316,CUN02,CUN02C-02,SCB
317,MTA01,MTA01C-01,SCB
318,MTA01,MTA01C-02/1,SCB
319,NIC06,LNC04VC-101,SCB
320,CMU05,CMC05C-03,SCB
321,WPA05,WPA01C-01,SCB
322,WPA05,WPA01C-02,SCB
323,LNB02,LNA04C-02/1,SCB
324,LNB02,LNA04C-02,SCB
325,MHA04,MHA06C-01,SCB
326,XSU03,DKA02C-03,SCB
327,LIA03,LIA03C-01,SCB
328,MAA04,MAA04C-03,SCB
329,CDO02,CDO02C-01,SCB
330,CDO02,MRM05C-03,SCB
331,CDO02,99999C-99,SCB
332,CDO02,CDO02C-02,SCB
333,MEA02,MEA02C-01,SCB
334,PAN02,PAN02C-01,SCB
335,FAA02,FAA02VC-101,SCB
336,FAA02,FAA02C-02,SCB
337,CMB04,CMB04C-01,SCB
338,SGA05,CMC10C-02,SCB
339,HOA08,MSR08C-14,SCB
340,HOA08,HOA09C-01/1,SCB
341,CEA06,CEA06C-02/1,SCB
342,CEA06,CEA06C-01/1,SCB
343,CEA06,HOA08C-01,SCB
344,CEA06,CEA06C-01,SCB
345,NIC08,NIC08VB-01,CB
346,HCA05,HCA05VB-01,CB
347,CMA08,CMA08VB-01,CB
348,MCA07,MCA07VB-01,CB
349,MHA10,MHA10VB-01,CB
350,LPA10,LPA10VB-01,CB
351,CSA04,CSA04VB-01,CB
352,FAA10,FAA10VB-01,CB
353,CRA08,CRA08VB-01,CB
354,FAA01,FAA01VB-01,CB
355,SGA08,SGA08VB-01,CB
356,LNC07,LNC07VB-01,CB
357,LPA02,LPA02VB-01,CB
358,MLA03,MLA03VB-01,CB
359,DKA02,DKA02VB-01,CB
360,NIC03,NIC03VB-01,CB
361,MCA06,MCA06VB-01,CB
362,MHA01,MHA01VB-01,CB
363,NIC10,NIC10VB-01,CB
364,BGA02,BGA02VR-01,CB
365,CDO05,CDO05VB-01,CB
366,SGA04,SGA04VB-01,CB
367,CRB04,CRB04VB-01,CB
368,CRA10,CRA10VB-01,CB
369,MEA09,MEA09VB-01,CB
370,PAN07,PAN07VB-01,CB
371,LPA07,LPA07VB-01,CB
372,CRB02,CRB02VB-01,CB
373,CRA01,CRA01VB-01,CB
374,CMC02,CMC02VB-01,CB
375,CRB03,CRB03VB-01,CB
376,PAS04,PAS04VB-01,CB
377,CRA03,CRA03VB-01,CB
378,SKP03,SKP03VB-01,CB
379,LNB03,LNB03VB-01,CB
380,NIC01,NIC01VB-01,CB
381,WPA03,WPA03VB-01,CB
382,CSA02,CSA02VB-01,CB
383,MRM04,MRM04VB-01,CB
384,MCA03,MCA03VB-01,CB
385,LIA01,LIA01VB-01,CB
386,NIC09,NIC09VB-01,CB
387,HOA07,HOA07VB-01,CB
388,LPC01,LPC01VB-01,CB
389,TNG08,TNG08VB-01,CB
390,PYB05,PYB05VB-01,CB
391,PAN05,PAN05VB-01,CB
392,CMV03,CMV03VB-01,CB
393,MCA09,MCA09VB-01,CB
394,NIA08,NIA08VB-01,CB
395,CDO04,CDO04VB-01,CB
396,TNG02,TNG02VB-01,CB
397,CEA02,CEA02VB-01,CB
398,CMC10,CMC10VB-01,CB
399,DKA03,DKA03VB-01,CB
400,CME03,CME03VR-01,CB
401,PYA08,PYA08VB-01,CB
402,WPA10,WPA10VB-01,CB
403,SKP04,SKP04VB-01,CB
404,PYA03,PYA03VB-01,CB
405,CMB09,CMB09VR-01,CB
406,CMF05,CMF05VB-01,CB
407,PAU04,PAU04VB-01,CB
408,MEA04,MEA04VB-01,CB
409,MRM10,MRM10VB-01,CB
410,SKP06,SKP06VB-01,CB
411,MLA05,MLA05VB-01,CB
412,CEA05,CEA05VB-01,CB
413,TNG03,TNG03VB-01,CB
414,NIU03,NIU03VB-01,CB
415,CMA04,CMA04VB-01,CB
416,PAN04,PAN04VB-01,CB
417,LNA05,LNA05VB-01,CB
418,SKP05,SKP05VB-01,CB
419,SGA07,SGA07VB-01,CB
420,MEA03,MEA03VB-01,CB
421,MRM02,MRM02VB-01,CB
422,DKA04,DKA04VB-01,CB
423,CSA05,CSA05VB-01,CB
424,HOA04,HOA04VB-01,CB
425,CMU02,CMU02VB-01,CB
426,MLA06,MLA06VB-01,CB
427,DKA10,DKA10VB-01,CB
428,SKP10,SKP10VB-01,CB
429,NIA05,NIA05VB-01,CB
430,MRM07,MRM07VB-01,CB
431,MLA04,MLA04VB-01,CB
432,MCA05,MCA05VB-01,CB
433,PAN10,PAN10VB-01,CB
434,NIA04,NIA04VB-01,CB
435,WPA02,WPA02VB-01,CB
436,CMA10,CMA10VB-01,CB
437,LNA01,LNA01VB-01,CB
438,CRB06,CRB06VB-01,CB
439,LPC04,LPC04VB-01,CB
440,PAN01,PAN01VB-01,CB
441,CHM04,CHM04VB-01,CB
442,CUN07,CUN07VB-01,CB
443,CKN04,CKN04VB-01,CB
444,CMV01,CMV01VB-01,CB
445,MCA01,MCA01VB-01,CB
446,MHA06,MHA06VB-01,CB
447,NIU01,NIU01VB-01,CB
448,CMA02,CMA02VB-01,CB
449,CRA05,CRA05VB-01,CB
450,FAA03,FAA03VB-01,CB
451,LNB06,LNB06VB-01,CB
452,CRA06,CRA06VB-01,CB
453,SGA06,SGA06VB-01,CB
454,TEA03,TEA03VB-01,CB
455,PYB03,PYB03VB-01,CB
456,MHA02,MHA02VB-01,CB
457,CUN10,CUN10VB-01,CB
458,CHM03,CHM03VB-01,CB
459,MEA05,MEA05VB-01,CB
460,LPB05,LPB05VR-01,CB
461,WPA01,WPA01VB-01,CB
462,FAA06,FAA06VB-01,CB
463,PAS02,PAS02VB-01,CB
464,CRA09,CRA09VB-01,CB
465,LNC02,LNC02VB-01,CB
466,LNB08,LNB08VB-01,CB
467,CME02,CME02VR-01,CB
468,LPA08,LPA08VB-01,CB
469,NIA01,NIA01VB-01,CB
470,CRA02,CRA02VB-01,CB
471,MRM09,MRM09VB-01,CB
472,PAU05,PAU05VB-01,CB
473,BGA01,BGA01VR-01,CB
474,LPB02,LPB02VR-01,CB
475,MEA10,MEA10VB-01,CB
476,CEA03,CEA03VB-01,CB
477,LNC06,LNC06VB-01,CB
478,CMC04,CMC04VB-01,CB
479,CMB02,CMB02VR-01,CB
480,MLA01,MLA01VB-01,CB
481,MFU01,MFU01VB-01,CB
482,PYA02,PYA02VB-01,CB
483,CMF01,CMF01VB-01,CB
484,PYB01,PYB01VB-01,CB
485,MLA07,MLA07VB-01,CB
486,CEA04,CEA04VB-01,CB
487,CMD03,CMD03VB-01,CB
488,LPB08,LPB08VR-01,CB
489,PYB02,PYB02VB-01,CB
490,CDO01,CDO01VB-01,CB
491,LPA01,LPA01VB-01,CB
492,LPB07,LPB07VR-01,CB
493,HOA02,HOA02VB-01,CB
494,CDO03,CDO03VB-01,CB
495,LPC02,LPC02VB-01,CB
496,LPC02,LPB01VR-01,CB
497,CUN03,CUN03VB-01,CB
498,LNB07,LNB07VB-01,CB
499,TEA01,TEA01VB-01,CB
500,CMB01,CMB01VR-01,CB
501,SKP09,SKP09VB-01,CB
502,LPA06,LPA06VB-01,CB
503,CRB08,CRB08VB-01,CB
504,XSU02,XSU02VR-01,CB
505,MHA08,MHA08VB-01,CB
506,CHM01,CHM01VB-01,CB
507,CME01,CME01VR-01,CB
508,LIA05,LIA05VB-01,CB
509,LPB06,LPB06VR-01,CB
510,CUN05,CUN05VB-01,CB
511,MLA08,MLA08VB-01,CB
512,MLA10,MLA10VB-01,CB
513,HCA03,HCA03VB-01,CB
514,CMC03,CMC03VB-01,CB
515,MJU01,MJU01VB-01,CB
516,NIA09,NIA09VB-01,CB
517,CMU01,CMU01VB-01,CB
518,CHM02,CHM02VB-01,CB
519,XSU01,XSU01VR-01,CB
520,PAU01,PAU01VB-01,CB
521,CSA06,CSA06VB-01,CB
522,DKA01,DKA01VB-01,CB
523,LNB09,LNB09VB-01,CB
524,CEA07,CEA07VB-01,CB
525,MCA02,MCA02VB-01,CB
526,CMD10,CMD10VB-01,CB
527,FAA07,FAA07VB-01,CB
528,CMV05,CMV05VB-01,CB
529,CMC05,CMC05VB-01,CB
530,CKN05,CKN05VB-01,CB
531,LNC08,LNC08VB-01,CB
532,CUN01,CUN01VB-01,CB
533,CMB06,CMB06VR-01,CB
534,PYB04,PYB04VB-01,CB
535,CKN01,CKN01VB-01,CB
536,CMA09,CMA09VB-01,CB
537,CMD04,CMD04VB-01,CB
538,LNC03,LNC03VB-01,CB
539,LIA04,LIA04VB-01,CB
540,LNC05,LNC05VB-01,CB
541,LNC05,LNC09VB-01,CB
542,TEA02,TEA02VB-01,CB
543,LNC01,LNC01VB-01,CB
544,XSU05,XSU05VR-01,CB
545,PYA01,PYA01VB-01,CB
546,CUN04,CUN04VB-01,CB
547,LPB04,LPB04VR-01,CB
548,CSA09,CSA09VB-01,CB
549,MHA07,MHA07VB-01,CB
550,WPA06,WPA06VB-01,CB
551,MAA05,MAA05VR-00,CB
552,CMU03,CMU03VB-01,CB
553,CMB10,CMB10VR-01,CB
554,HOA05,HOA05VB-01,CB
555,CMF03,CMF03VB-01,CB
556,CMD07,CMD07VB-01,CB
557,DKA05,DKA05VB-01,CB
558,WPA08,WPA08VB-01,CB
559,MCA08,MCA08VB-01,CB
560,MRM06,MRM06VB-01,CB
561,CEA08,CEA08VB-01,CB
562,CMV02,CMV02VB-01,CB
563,WPA09,WPA09VB-01,CB
564,LPA04,LPA04VB-01,CB
565,MRM01,MRM01VB-01,CB
566,TEA06,TEA06VB-01,CB
567,CUN09,CUN09VB-01,CB
568,CMA07,CMA07VB-01,CB
569,CSA10,CSA10VB-01,CB
570,SKP07,SKP07VB-01,CB
571,CMA01,CMA01VB-01,CB
572,LNA03,LNA03VB-01,CB
573,PAS03,PAS03VB-01,CB
574,NIA03,NIA03VB-01,CB
575,MAA03,MAA03R-00,CB
576,NIC05,NIC05VB-01,CB
577,MHA09,MHA09VB-01,CB
578,MCA10,MCA10VB-01,CB
579,TEA09,TEA09VB-01,CB
580,FAA08,FAA08VB-01,CB
581,CMU04,CMU04VB-01,CB
582,HOA01,HOA01VB-01,CB
583,MMU01,MMU01VR-01,CB
584,DKA08,DKA08VB-01,CB
585,CMD01,CMD01VB-01,CB
586,MRM08,MRM08VB-01,CB
587,PYA04,PYA04VB-01,CB
588,MHA03,MHA03VB-01,CB
589,PAS01,PAS01VB-01,CB
590,TEA05,TEA05VB-01,CB
591,HOA06,HOA06VB-01,CB
592,NIA07,NIA07VB-01,CB
593,CRB05,CRB05VB-01,CB
594,PAN06,PAN06VB-01,CB
595,SKP08,SKP08VB-01,CB
596,TEA04,TEA04VB-01,CB
597,CSA08,CSA08VB-01,CB
598,CRA04,CRA04VB-01,CB
599,CMC08,CMC08VB-01,CB
600,LNA04,LNA04VB-01,CB
601,XSU04,XSU04VR-01,CB
602,CMC09,CMC09VB-01,CB
603,BGA04,BGA04VR-01,CB
604,FAA05,FAA05VB-01,CB
605,CMD06,CMD06VB-01,CB
606,HCA04,HCA04VB-01,CB
607,CSA01,CSA01VB-01,CB
608,CRB07,CRB07VB-01,CB
609,NIC07,NIC07VB-01,CB
610,MLA09,MLA09VB-01,CB
611,TEA08,TEA08VB-01,CB
612,NIU02,NIU02VB-01,CB
613,HOA11,HOA11VB-01,CB
614,CKN03,CKN03VB-01,CB
615,PAN09,PAN09VB-01,CB
616,HOA09,HOA09VB-01,CB
617,TNG05,TNG05VB-01,CB
618,PAU03,PAU03VB-01,CB
619,PAU02,PAU02VB-01,CB
620,NIA10,NIA10VB-01,CB
621,CKN02,CKN02VB-01,CB
622,MRM05,MRM05VB-01,CB
623,TEA07,TEA07VB-01,CB
624,SGA10,SGA10VB-01,CB
625,CUN06,CUN06VB-01,CB
626,PAN03,PAN03VB-01,CB
627,MCA04,MCA04VB-01,CB
628,CMC07,CMC07VB-01,CB
629,LPB03,LPB03VR-01,CB
630,MEA01,MEA01VB-01,CB
631,CMA05,CMA05VB-01,CB
632,CEA01,CEA01VB-01,CB
633,CMF02,CMF02VB-01,CB
634,SKP01,SKP01VB-01,CB
635,PYA07,PYA07VB-01,CB
636,CSA07,CSA07VB-01,CB
637,SGA01,SGA01VB-01,CB
638,DKA07,DKA07VB-01,CB
639,PYA06,PYA06VB-01,CB
640,TNG10,TNG10VB-01,CB
641,DKA09,DKA09VB-01,CB
642,PAN08,PAN08VB-01,CB
643,PYA05,PYA05VB-01,CB
644,MTA02,MTA02VR-01,CB
645,CRB01,CRB01VB-01,CB
646,TNG04,TNG04VB-01,CB
647,LNB01,LNB01VB-01,CB
648,WPA07,WPA07VB-01,CB
649,TNG07,TNG07VB-01,CB
650,HOA03,HOA03VB-01,CB
651,LNB10,LNB10VB-01,CB
652,SGA03,SGA03VB-01,CB
653,MEA08,MEA08VB-01,CB
654,WPA04,WPA04VB-01,CB
655,CRB10,CRB10VB-01,CB
656,NIU04,NIU04VB-01,CB
657,CMB07,CMB07VR-01,CB
658,MJU02,MJU02VB-01,CB
659,MAA01,MAA01R-00,CB
660,CSA03,CSA03VB-01,CB
661,TEA10,TEA10VB-01,CB
662,BGA03,BGA03VR-01,CB
663,MRM03,MRM03VB-01,CB
664,MHA05,MHA05VB-01,CB
665,LNC10,LNC10VB-01,CB
666,CMA03,CMA03VB-01,CB
667,LNB04,LNB04VB-01,CB
668,LPA09,LPA09VB-01,CB
669,PAS05,PAS05VB-01,CB
670,FAA04,FAA04VB-01,CB
671,MLA02,MLA02VB-01,CB
672,CUN08,CUN08VB-01,CB
673,FAA09,FAA09VB-01,CB
674,DKA06,DKA06VB-01,CB
675,NIU05,NIU05VB-01,CB
676,MFU02,MFU02VB-01,CB
677,CMD09,CMD09VB-01,CB
678,LPA03,LPA03VB-01,CB
679,LPC03,LPC03VB-01,CB
680,MAA02,MAA02R-00,CB
681,LNC04,LNC04VB-01,CB
682,LIA02,LIA02VB-01,CB
683,CMB05,CMB05VR-01,CB
684,CMD02,CMD02VB-01,CB
685,MTA03,MTA03VR-01,CB
686,TNG09,TNG09VB-01,CB
687,CRA07,CRA07VB-01,CB
688,MEA06,MEA06VB-01,CB
689,CMB08,CMB08VR-01,CB
690,HOA12,HOA10VB-01,CB
691,HOA12,HOA12VB-01,CB
692,CMC01,CMC01VB-01,CB
693,NIC02,NIC02VB-01,CB
694,LPC05,LPC05VB-01,CB
695,CMV04,CMV04VB-01,CB
696,HCA02,HCA02VB-01,CB
697,LNA02,LNA02VB-01,CB
698,MEA07,MEA07VB-01,CB
699,CRB09,CRB09VB-01,CB
700,CMD08,CMD08VB-01,CB
701,CUN02,CUN02VB-01,CB
702,NIC04,NIC04VB-01,CB
703,MTA01,MTA01VR-01,CB
704,NIC06,NIC06VB-01,CB
705,CMU05,CMU05VB-01,CB
706,SKP02,SKP02VB-01,CB
707,WPA05,WPA05VB-01,CB
708,LNB02,LNB02VB-01,CB
709,MHA04,MHA04VB-01,CB
710,CMA06,CMA06VB-01,CB
711,XSU03,XSU03VR-01,CB
712,LIA03,LIA03VB-01,CB
713,MAA04,MAA04R-00,CB
714,TNG06,TNG06VB-01,CB
715,CDO02,CDO02VB-01,CB
716,MEA02,MEA02VB-01,CB
717,LNB05,LNB05VB-01,CB
718,PAN02,PAN02VB-01,CB
719,SGA02,SGA02VB-01,CB
720,NIA06,NIA06VB-01,CB
721,FAA02,FAA02VB-01,CB
722,CMB04,CMB04VR-01,CB
723,HCA01,HCA01VB-01,CB
724,CMD05,CMD05VB-01,CB
725,CMF04,CMF04VB-01,CB
726,LPA05,LPA05VB-01,CB
727,NIA02,NIA02VB-01,CB
728,CMC06,CMC06VB-01,CB
729,SGA05,SGA05VB-01,CB
